ID_Adr,N,Nom_Rue,Code_Postal,NB_KW_Jour
119704,51.0,Rue Gambetta,91000,16.4
119705,211.0,Rue de la République,91000,16.1
119706,167.0,Avenue Foch,91000,7.8
119707,3.0,Boulevard de la Paix,91000,12.8
119708,96.0,Rue des Roses,91000,11.7
119709,206.0,Rue des Roses,91000,20.2
119710,222.0,Avenue du Général de Gaulle,91000,22.2
119711,102.0,Avenue du Parc,91000,17.4
119712,246.0,Boulevard des Champs,91000,12.6
119713,199.0,Rue de l'Essonne,91000,25.9
119714,167.0,Boulevard de l'Hôpital,91000,15.1
119715,64.0,Avenue Jean Jaurès,91000,21.4
119716,153.0,Rue de l'Essonne,91000,12.1
119717,9.0,Rue des Roses,91000,21.4
119718,163.0,Avenue de la Poste,91000,30.3
119719,85.0,Avenue du Général de Gaulle,91000,16.2
119720,156.0,Avenue de la Gare,91000,9.9
119721,198.0,Boulevard des Sports,91000,11.4
119722,42.0,Boulevard des Sports,91000,12.6
119723,178.0,Avenue François Mitterrand,91000,8.7
119724,50.0,Boulevard de la Paix,91000,19.8
119725,45.0,Avenue des Écoles,91000,9.9
119726,224.0,Avenue de l'Europe,91000,16.5
119727,200.0,Avenue Jean Jaurès,91000,6.2
119728,107.0,Avenue des Lilas,91000,-11.8
119729,40.0,Rue des Écoles,91000,20.4
119730,173.0,Rue du Stade,91000,23.7
119731,150.0,Rue de la République,91000,13.5
119732,54.0,Rue du Stade,91000,26.0
119733,107.0,Avenue Foch,91000,23.5
119734,11.0,Rue des Écoles,91000,22.5
119735,147.0,Boulevard de l'Hôpital,91000,9.9
119736,227.0,Avenue Foch,91000,18.5
119737,232.0,Avenue Carnot,91000,20.0
119738,52.0,Avenue du Parc,91000,14.8
119739,168.0,Avenue Jean Jaurès,91000,20.6
119740,151.0,Boulevard de la Paix,91000,18.4
119741,8.0,Rue Gambetta,91000,1.7
119742,29.0,Rue de l'Église,91000,0.1
119743,225.0,Boulevard des Platanes,91000,13.7
119744,74.0,Boulevard de l'Hôpital,91000,15.7
119745,171.0,Rue Pasteur,91000,
119746,179.0,Boulevard Victor Hugo,91000,31.9
119747,89.0,Boulevard Victor Hugo,91000,21.2
119748,60.0,Rue des Écoles,91000,18.7
119749,26.0,Boulevard Victor Hugo,91000,12.5
119750,29.0,Avenue de l'Europe,91000,8.1
119751,83.0,Avenue Carnot,91000,18.8
119752,123.0,Avenue des Lilas,91000,13.1
119753,,Avenue des Écoles,91000,18.6
119754,81.0,Avenue de la Poste,91000,25.7
119755,37.0,Boulevard des Platanes,91000,12.2
119756,110.0,Avenue des Écoles,91000,12.1
119757,189.0,Rue de la Gendarmerie,91000,12.2
119758,186.0,Rue de la Gendarmerie,91000,14.9
119759,4.0,Boulevard des Platanes,91000,15.7
119760,214.0,Avenue des Tilleuls,91000,21.6
119761,181.0,Avenue des Écoles,91000,11.3
119762,154.0,Boulevard Victor Hugo,91000,10.5
119763,77.0,Avenue Jean Jaurès,91000,13.4
119764,231.0,Avenue des Écoles,91000,12.2
119765,8.0,Rue des Écoles,91000,10.4
119766,238.0,Boulevard Victor Hugo,91000,
119767,242.0,Boulevard des Sports,91000,28.8
119768,128.0,Rue Gambetta,91000,
119769,203.0,Rue Pasteur,91000,17.6
119770,232.0,Rue de la Gendarmerie,91000,20.4
119771,112.0,Avenue des Tilleuls,91000,18.4
119772,92.0,Avenue des Écoles,91000,6.5
119773,218.0,Boulevard Liberté,91000,11.3
119774,16.0,Rue des Roses,91000,15.4
119775,157.0,Rue de la Gendarmerie,91000,23.1
119776,20.0,Avenue de l'Europe,91000,13.3
119777,36.0,Rue du Stade,91000,17.3
119778,190.0,Rue de l'Essonne,91000,9.3
119779,69.0,Avenue de l'Europe,91000,30.0
119780,225.0,Avenue des Lilas,91000,21.1
119781,132.0,Avenue de l'Europe,91000,14.6
119782,245.0,Boulevard Liberté,91000,14.8
119783,110.0,Rue du Stade,91000,15.9
119784,74.0,Avenue de la Poste,91000,24.4
119785,146.0,Avenue de l'Europe,91000,-1.1
119786,137.0,Rue de la République,91000,21.6
119787,240.0,Rue de l'Église,91000,32.2
119788,3.0,Rue de l'Essonne,91000,17.5
119789,69.0,Rue du Stade,91000,127.0
119790,210.0,Avenue Carnot,91000,
119791,196.0,Rue du Stade,91000,10.2
119792,37.0,Avenue de l'Europe,91000,26.2
119793,92.0,Boulevard Liberté,91000,11.4
119794,5.0,Rue des Écoles,91000,20.1
119795,30.0,Rue des Roses,91000,28.6
119796,234.0,Rue du Stade,91000,9.9
119797,99.0,Rue de la République,91000,14.5
119798,12.0,Avenue des Écoles,91000,18.1
119799,78.0,Rue du Commerce,91000,31.2
119800,184.0,Rue Pasteur,91000,12.6
119801,134.0,Rue Pasteur,91000,14.1
119802,10.0,Rue du Commerce,91000,29.9
119803,91.0,Rue des Écoles,91000,9.8
119804,144.0,Rue de la République,91000,24.0
119805,160.0,Avenue des Écoles,91000,11.3
119806,129.0,Avenue des Écoles,91000,19.0
119807,212.0,Avenue Jean Jaurès,91000,30.3
119808,181.0,Rue de la Mairie,91000,29.5
119809,168.0,Avenue des Lilas,91000,19.8
119810,122.0,Rue de l'Essonne,91000,13.1
119811,228.0,Boulevard des Platanes,91000,13.7
119812,1.0,Rue de l'Essonne,91000,6.8
119813,202.0,Avenue Jean Jaurès,91000,20.2
119814,198.0,Avenue des Lilas,91000,16.3
119815,19.0,Boulevard Victor Hugo,91000,22.9
119816,218.0,Boulevard Victor Hugo,91000,16.3
119817,183.0,Rue du Commerce,91000,2.8
119818,204.0,Rue de l'Église,91000,24.7
119819,64.0,Avenue des Lilas,91000,13.2
119820,56.0,Avenue Carnot,91000,18.8
119821,119.0,Boulevard des Champs,91000,24.0
119822,148.0,Rue de la République,91000,22.1
119823,230.0,Boulevard des Sports,91000,
119824,172.0,Rue du Stade,91000,9.3
119825,230.0,Boulevard Victor Hugo,91000,15.1
119826,141.0,Avenue de la Poste,91000,14.3
119827,223.0,Rue du Stade,91000,18.9
119828,46.0,Avenue de l'Europe,91000,10.3
119829,121.0,Avenue du Parc,91000,21.2
119830,23.0,Rue des Écoles,91000,24.5
119831,26.0,Avenue des Tilleuls,91000,17.6
119832,212.0,Rue des Roses,91000,10.8
119833,159.0,Rue de la République,91000,7.8
119834,9.0,Rue de la Gendarmerie,91000,11.4
119835,245.0,Boulevard des Sports,91000,20.2
119836,195.0,Avenue Foch,91000,15.7
119837,248.0,Boulevard Liberté,91000,19.8
119838,75.0,Boulevard Victor Hugo,91000,14.9
119839,54.0,Boulevard des Sports,91000,11.0
119840,140.0,Boulevard de la Paix,91000,12.4
119841,212.0,Rue des Roses,91000,16.7
119842,174.0,Rue de la Gendarmerie,91000,0.8
119843,156.0,Rue du Stade,91000,27.9
119844,239.0,Boulevard Clemenceau,91000,22.8
119845,122.0,Avenue François Mitterrand,91000,24.9
119846,205.0,Avenue de la Gare,91000,17.9
119847,203.0,Boulevard de l'Hôpital,91000,12.4
119848,93.0,Boulevard des Platanes,91000,18.7
119849,12.0,Boulevard de l'Hôpital,91000,16.4
119850,98.0,Avenue de la Poste,91000,5.9
119851,15.0,Boulevard Victor Hugo,91000,5.9
119852,59.0,Rue de l'Essonne,91000,12.4
119853,215.0,Rue Pasteur,91000,14.7
119854,48.0,Boulevard des Champs,91000,23.3
119855,194.0,Boulevard des Platanes,91000,10.5
119856,196.0,Rue du Commerce,91000,24.2
119857,64.0,Rue du Stade,91000,13.2
119858,27.0,Boulevard des Platanes,91000,20.0
119859,204.0,Avenue des Écoles,91000,17.0
119860,163.0,Rue de la Gendarmerie,91000,8.3
119861,96.0,Avenue de la Poste,91000,13.1
119862,30.0,Rue du Stade,91000,11.5
119863,61.0,Avenue de la Poste,91000,8.5
119864,160.0,Rue Gambetta,91000,0.2
119865,15.0,Boulevard Clemenceau,91000,20.3
119866,220.0,Boulevard de la Paix,91000,12.8
119867,205.0,Avenue des Tilleuls,91000,25.6
119868,9.0,Avenue François Mitterrand,91000,16.5
119869,166.0,Avenue Carnot,91000,9.4
119870,222.0,Avenue Foch,91000,22.2
119871,68.0,Boulevard de l'Hôpital,91000,13.0
119872,122.0,Boulevard Victor Hugo,91000,23.1
119873,57.0,Boulevard des Champs,91000,21.2
119874,146.0,Boulevard de l'Hôpital,91000,25.3
119875,235.0,Rue des Écoles,91000,38.4
119876,73.0,Boulevard des Platanes,91000,17.7
119877,149.0,Rue de la Mairie,91000,21.8
119878,19.0,Boulevard des Sports,91000,12.7
119879,,Rue de l'Église,91000,21.2
119880,182.0,Rue des Écoles,91000,18.1
119881,172.0,Avenue des Lilas,91000,16.9
119882,153.0,Avenue du Général de Gaulle,91000,12.0
119883,10.0,Avenue du Général de Gaulle,91000,17.0
119884,19.0,Rue Gambetta,91000,18.2
119885,27.0,Avenue du Général de Gaulle,91000,29.0
119886,231.0,Avenue de la Poste,91000,12.8
119887,15.0,Boulevard Liberté,91000,18.7
119888,150.0,Rue des Roses,91000,19.1
119889,89.0,Rue de la République,91000,14.9
119890,50.0,Rue de l'Essonne,91000,17.1
119891,224.0,Avenue des Tilleuls,91000,14.2
119892,135.0,Boulevard des Sports,91000,12.6
119893,191.0,Avenue de la Gare,91000,21.2
119894,219.0,Avenue des Lilas,91000,16.3
119895,202.0,Rue de l'Église,91000,21.0
119896,70.0,Avenue du Parc,91000,20.2
119897,148.0,Boulevard de la Paix,91000,33.8
119898,211.0,Boulevard de l'Hôpital,91000,13.6
119899,114.0,Boulevard Clemenceau,91000,12.4
119900,94.0,Avenue des Tilleuls,91000,19.7
119901,62.0,Boulevard des Platanes,91000,14.0
119902,179.0,Boulevard de la Paix,91000,9.7
119903,197.0,Boulevard des Sports,91000,14.1
119904,244.0,Rue de la République,91000,12.1
119905,34.0,Avenue des Tilleuls,91000,28.2
119906,207.0,Avenue du Général de Gaulle,91000,112.0
119907,179.0,Avenue du Parc,91000,
119908,56.0,Avenue du Général de Gaulle,91000,23.9
119909,141.0,Boulevard Clemenceau,91000,12.3
119910,184.0,Rue du Commerce,91000,15.8
119911,69.0,Rue du Commerce,91000,23.0
119912,204.0,Avenue Jean Jaurès,91000,15.0
119913,157.0,Avenue Foch,91000,20.5
119914,61.0,Rue Gambetta,91000,22.1
119915,55.0,Rue de l'Église,91000,21.9
119916,90.0,Rue de la République,91000,19.7
119917,104.0,Avenue du Parc,91000,8.9
119918,76.0,Avenue du Général de Gaulle,91000,13.0
119919,113.0,Boulevard Clemenceau,91000,26.9
119920,105.0,Boulevard Clemenceau,91000,22.1
119921,164.0,Rue Nationale,91000,19.8
119922,117.0,Boulevard Victor Hugo,91000,31.3
119923,50.0,Rue des Roses,91000,26.1
119924,55.0,Boulevard de l'Hôpital,91000,-11.2
119925,169.0,Rue de l'Église,91000,11.2
119926,9.0,Boulevard Clemenceau,91000,20.1
119927,77.0,Avenue de la Gare,91000,11.8
119928,74.0,Boulevard Victor Hugo,91000,19.6
119929,39.0,Rue Gambetta,91000,19.1
119930,83.0,Avenue de la Poste,91000,19.2
119931,3.0,Rue de la Mairie,91000,17.5
119932,121.0,Avenue du Parc,91000,22.7
119933,94.0,Rue du Commerce,91000,14.5
119934,166.0,Avenue Foch,91000,19.0
119935,186.0,Avenue Carnot,91000,16.8
119936,220.0,Rue des Écoles,91000,11.2
119937,68.0,Rue Pasteur,91000,5.1
119938,105.0,Rue de l'Église,91000,18.4
119939,239.0,Rue de la République,91000,18.5
119940,190.0,Rue des Roses,91000,16.7
119941,108.0,Boulevard Liberté,91000,24.4
119942,33.0,Boulevard des Sports,91000,22.3
119943,212.0,Boulevard Clemenceau,91000,12.5
119944,162.0,Rue des Écoles,91000,14.3
119945,119.0,Rue de la Gendarmerie,91000,
119946,7.0,Avenue de l'Europe,91000,31.4
119947,182.0,Rue Gambetta,91000,12.0
119948,39.0,Rue de la Mairie,91000,20.0
119949,126.0,Avenue Carnot,91000,17.6
119950,25.0,Rue du Commerce,91000,17.5
119951,206.0,Rue de l'Essonne,91000,18.3
119952,48.0,Rue de l'Église,91000,11.0
119953,164.0,Avenue Carnot,91000,11.5
119954,35.0,Rue du Commerce,91000,14.5
119955,146.0,Rue des Roses,91000,12.9
119956,124.0,Avenue du Parc,91000,20.5
119957,44.0,Rue de la Mairie,91000,19.3
119958,203.0,Rue Nationale,91000,18.9
119959,,Rue de l'Essonne,91000,14.6
119960,239.0,Avenue des Tilleuls,91000,15.7
119961,113.0,Avenue des Lilas,91000,13.3
119962,44.0,Rue du Stade,91000,33.2
119963,204.0,Rue du Commerce,91000,11.0
119964,231.0,Rue des Roses,91000,17.1
119965,180.0,Rue du Commerce,91000,32.2
119966,91.0,Avenue de la Poste,91000,24.8
119967,212.0,Avenue des Tilleuls,91000,26.1
119968,23.0,Boulevard Clemenceau,91000,12.4
119969,88.0,Rue de la République,91000,18.8
119970,111.0,Avenue Foch,91000,13.9
119971,197.0,Avenue de la Gare,91000,19.2
119972,10.0,Boulevard Victor Hugo,91000,21.9
119973,71.0,Rue Gambetta,91000,21.0
119974,164.0,Boulevard des Sports,91000,20.4
119975,239.0,Boulevard Liberté,91000,24.7
119976,,Avenue de la Gare,91000,14.6
119977,234.0,Boulevard Liberté,91000,16.7
119978,19.0,Avenue du Parc,91000,16.3
119979,11.0,Boulevard des Sports,91000,18.1
119980,220.0,Boulevard de l'Hôpital,91000,17.5
119981,76.0,Avenue des Tilleuls,91000,15.7
119982,189.0,Avenue Foch,91000,28.7
119983,65.0,Avenue du Parc,91000,17.6
119984,1.0,Rue de l'Église,91000,20.0
119985,232.0,Avenue du Parc,91000,16.9
119986,138.0,Boulevard de la Paix,91000,24.9
119987,53.0,Avenue Foch,91000,26.8
119988,29.0,Rue Gambetta,91000,18.6
119989,132.0,Rue des Écoles,91000,16.4
119990,236.0,Rue des Roses,91000,8.3
119991,140.0,Rue des Écoles,91000,23.8
119992,193.0,Rue Pasteur,91000,11.2
119993,184.0,Boulevard Liberté,91000,10.4
119994,89.0,Rue de la République,91000,11.3
119995,155.0,Avenue des Lilas,91000,24.8
119996,156.0,Avenue du Général de Gaulle,91000,17.4
119997,52.0,Avenue des Écoles,91000,6.9
119998,48.0,Rue du Commerce,91000,10.6
119999,51.0,Boulevard de la Paix,91000,33.3
120000,217.0,Rue Nationale,91000,27.2
120001,183.0,Avenue des Lilas,91000,12.4
120002,207.0,Rue Pasteur,91000,16.5
120003,21.0,Avenue Jean Jaurès,91000,27.2
120004,185.0,Avenue des Tilleuls,91000,14.2
120005,50.0,Rue de la République,91000,10.4
120006,72.0,Rue de l'Essonne,91000,19.5
120007,141.0,Avenue Foch,91000,11.0
120008,180.0,Avenue Foch,91000,27.8
120009,200.0,Rue Gambetta,91000,16.6
120010,64.0,Avenue de la Gare,91000,29.8
120011,154.0,Rue du Stade,91000,18.2
120012,164.0,Avenue Jean Jaurès,91000,24.2
120013,133.0,Boulevard de l'Hôpital,91000,14.3
120014,31.0,Avenue du Général de Gaulle,91000,26.7
120015,174.0,Rue du Commerce,91000,10.8
120016,62.0,Avenue de la Gare,91000,17.4
120017,62.0,Avenue des Lilas,91000,33.2
120018,158.0,Avenue Jean Jaurès,91000,32.4
120019,144.0,Boulevard Liberté,91000,22.6
120020,90.0,Avenue Jean Jaurès,91000,12.2
120021,94.0,Boulevard de la Paix,91000,13.1
120022,74.0,Rue Gambetta,91000,16.8
120023,117.0,Avenue des Tilleuls,91000,22.0
120024,237.0,Rue Pasteur,91000,15.2
120025,54.0,Rue des Roses,91000,16.5
120026,,Avenue du Parc,91000,25.8
120027,224.0,Boulevard Liberté,91000,27.0
120028,,Boulevard Liberté,91000,11.0
120029,216.0,Avenue de la Gare,91000,24.0
120030,134.0,Avenue Carnot,91000,21.9
120031,154.0,Rue de la Mairie,91000,13.7
120032,169.0,Avenue de l'Europe,91000,7.4
120033,54.0,Rue du Commerce,91000,19.6
120034,174.0,Rue du Stade,91000,14.4
120035,158.0,Avenue de la Poste,91000,16.4
120036,23.0,Boulevard de l'Hôpital,91000,14.8
120037,90.0,Avenue de la Poste,91000,7.9
120038,117.0,Rue de la Mairie,91000,9.1
120039,195.0,Avenue Foch,91000,0.2
120040,52.0,Rue de la République,91000,25.8
120041,215.0,Rue de la Mairie,91000,23.5
120042,54.0,Rue de l'Essonne,91000,16.5
120043,98.0,Rue Pasteur,91000,16.1
120044,97.0,Boulevard de la Paix,91000,12.2
120045,10.0,Rue des Roses,91000,21.2
120046,149.0,Avenue Foch,91000,17.1
120047,116.0,Avenue des Écoles,91000,20.2
120048,124.0,Rue de l'Essonne,91000,7.9
120049,78.0,Rue de la Mairie,91000,9.3
120050,212.0,Boulevard de l'Hôpital,91000,26.5
120051,190.0,Rue de la République,91000,16.5
120052,49.0,Boulevard des Champs,91000,27.6
120053,147.0,Avenue des Lilas,91000,16.9
120054,199.0,Rue du Stade,91000,13.2
120055,7.0,Avenue de la Poste,91000,21.3
120056,192.0,Rue Pasteur,91000,
120057,231.0,Rue du Stade,91000,20.2
120058,77.0,Avenue du Général de Gaulle,91000,15.5
120059,43.0,Avenue de la Gare,91000,15.2
120060,204.0,Boulevard de la Paix,91000,10.4
120061,191.0,Rue du Stade,91000,14.8
120062,181.0,Rue de la Gendarmerie,91000,10.6
120063,188.0,Rue Gambetta,91000,13.9
120064,146.0,Avenue des Tilleuls,91000,19.6
120065,219.0,Rue du Stade,91000,20.0
120066,7.0,Rue de la Mairie,91000,19.3
120067,229.0,Avenue François Mitterrand,91000,15.6
120068,186.0,Avenue du Général de Gaulle,91000,7.2
120069,149.0,Rue Nationale,91000,7.7
120070,218.0,Avenue Foch,91000,15.0
120071,58.0,Boulevard de la Paix,91000,27.8
120072,146.0,Rue Nationale,91000,14.8
120073,155.0,Rue des Écoles,91000,32.5
120074,64.0,Avenue du Parc,91000,17.7
120075,128.0,Rue de la République,91000,12.7
120076,64.0,Avenue Foch,91000,25.0
120077,171.0,Boulevard des Platanes,91000,32.3
120078,23.0,Rue du Commerce,91000,19.8
120079,33.0,Boulevard de la Paix,91000,15.1
120080,113.0,Rue Pasteur,91000,21.1
120081,67.0,Boulevard Victor Hugo,91000,34.0
120082,179.0,Avenue des Lilas,91000,21.0
120083,2.0,Rue de la Mairie,91000,14.0
120084,245.0,Boulevard des Sports,91000,11.6
120085,54.0,Boulevard des Platanes,91000,11.9
120086,16.0,Avenue François Mitterrand,91000,12.2
120087,90.0,Avenue François Mitterrand,91000,19.3
120088,15.0,Rue Nationale,91000,22.9
120089,63.0,Boulevard de la Paix,91000,17.1
120090,135.0,Avenue du Parc,91000,20.9
120091,66.0,Avenue du Général de Gaulle,91000,17.1
120092,31.0,Boulevard de la Paix,91000,21.4
120093,88.0,Avenue Foch,91000,17.2
120094,226.0,Boulevard de l'Hôpital,91000,13.7
120095,104.0,Avenue François Mitterrand,91000,24.4
120096,187.0,Rue Nationale,91000,5.4
120097,81.0,Avenue des Lilas,91000,13.1
120098,15.0,Rue Gambetta,91000,-18.1
120099,194.0,Boulevard de l'Hôpital,91000,19.8
120100,71.0,Boulevard Clemenceau,91000,11.9
120101,188.0,Avenue des Lilas,91000,14.9
120102,165.0,Rue de l'Essonne,91000,8.1
120103,124.0,Rue Pasteur,91000,16.2
120104,9.0,Boulevard des Sports,91000,3.2
120105,195.0,Avenue Foch,91000,26.3
120106,132.0,Avenue Jean Jaurès,91000,21.7
120107,120.0,Rue du Commerce,91000,34.6
120108,21.0,Avenue de la Gare,91000,
120109,108.0,Rue de la Mairie,91000,13.0
120110,245.0,Rue de l'Essonne,91000,12.0
120111,221.0,Rue de la Mairie,91000,21.0
120112,172.0,Avenue François Mitterrand,91000,17.8
120113,83.0,Rue des Écoles,91000,13.9
120114,139.0,Rue des Écoles,91000,19.6
120115,170.0,Rue des Écoles,91000,14.6
120116,232.0,Boulevard des Sports,91000,24.8
120117,115.0,Avenue Foch,91000,21.1
120118,246.0,Avenue des Écoles,91000,16.7
120119,85.0,Rue de l'Essonne,91000,13.6
120120,24.0,Avenue de la Gare,91000,14.9
120121,84.0,Avenue des Écoles,91000,12.8
120122,128.0,Boulevard des Champs,91000,15.4
120123,84.0,Boulevard de la Paix,91000,27.3
120124,198.0,Boulevard de l'Hôpital,91000,17.7
120125,190.0,Rue Gambetta,91000,19.5
120126,71.0,Avenue Jean Jaurès,91000,25.4
120127,154.0,Rue Gambetta,91000,25.7
120128,210.0,Avenue du Général de Gaulle,91000,33.5
120129,183.0,Boulevard des Platanes,91000,11.4
120130,235.0,Boulevard de l'Hôpital,91000,15.5
120131,234.0,Avenue du Parc,91000,16.5
120132,53.0,Boulevard Clemenceau,91000,17.4
120133,159.0,Avenue Foch,91000,8.7
120134,148.0,Boulevard Liberté,91000,20.6
120135,60.0,Rue de l'Essonne,91000,13.0
120136,58.0,Avenue François Mitterrand,91000,19.1
120137,206.0,Boulevard de l'Hôpital,91000,15.2
120138,198.0,Avenue Carnot,91000,23.0
120139,220.0,Rue de la Mairie,91000,16.6
120140,145.0,Rue des Roses,91000,15.0
120141,26.0,Avenue François Mitterrand,91000,11.9
120142,99.0,Boulevard des Platanes,91000,7.8
120143,133.0,Avenue des Lilas,91000,17.7
120144,240.0,Boulevard Liberté,91000,27.4
120145,100.0,Rue Pasteur,91000,17.7
120146,248.0,Avenue de la Gare,91000,13.7
120147,217.0,Avenue Jean Jaurès,91000,22.8
120148,158.0,Avenue François Mitterrand,91000,20.8
120149,232.0,Avenue de la Gare,91000,21.4
120150,228.0,Rue de la République,91000,14.7
120151,222.0,Boulevard des Platanes,91000,24.1
120152,39.0,Avenue du Général de Gaulle,91000,18.9
120153,109.0,Avenue de l'Europe,91000,15.2
120154,74.0,Boulevard de la Paix,91000,19.0
120155,160.0,Rue des Roses,91000,21.0
120156,113.0,Avenue du Général de Gaulle,91000,24.9
120157,39.0,Avenue de la Poste,91000,13.0
120158,239.0,Avenue François Mitterrand,91000,8.2
120159,171.0,Rue Pasteur,91000,19.3
120160,103.0,Boulevard des Sports,91000,14.0
120161,145.0,Rue du Stade,91000,27.9
120162,58.0,Rue Nationale,91000,25.6
120163,15.0,Avenue Foch,91000,22.6
120164,196.0,Rue de la République,91000,29.9
120165,85.0,Avenue de l'Europe,91000,15.0
120166,74.0,Avenue de l'Europe,91000,15.8
120167,128.0,Rue des Écoles,91000,6.8
120168,42.0,Rue de la Gendarmerie,91000,17.5
120169,141.0,Rue Pasteur,91000,18.9
120170,98.0,Boulevard des Platanes,91000,10.0
120171,4.0,Avenue des Écoles,91000,16.1
120172,116.0,Avenue des Écoles,91000,
120173,166.0,Rue Nationale,91000,20.2
120174,228.0,Avenue Jean Jaurès,91000,11.4
120175,71.0,Rue des Roses,91000,24.6
120176,195.0,Avenue Foch,91000,16.7
120177,119.0,Boulevard des Platanes,91000,21.8
120178,59.0,Rue du Commerce,91000,8.0
120179,76.0,Rue Gambetta,91000,13.6
120180,181.0,Rue Pasteur,91000,15.9
120181,9.0,Rue de la Gendarmerie,91000,16.2
120182,33.0,Avenue de l'Europe,91000,13.6
120183,66.0,Avenue Jean Jaurès,91000,15.2
120184,176.0,Rue des Écoles,91000,
120185,235.0,Boulevard Liberté,91000,10.3
120186,188.0,Avenue des Tilleuls,91000,13.1
120187,140.0,Rue de la Gendarmerie,91000,6.3
120188,115.0,Boulevard Liberté,91000,14.8
120189,118.0,Rue de la Gendarmerie,91000,17.9
120190,158.0,Rue de l'Église,91000,22.0
120191,97.0,Rue Pasteur,91000,19.1
120192,153.0,Avenue des Tilleuls,91000,9.0
120193,185.0,Rue de l'Essonne,91000,29.6
120194,229.0,Boulevard Victor Hugo,91000,18.2
120195,45.0,Avenue des Lilas,91000,14.4
120196,165.0,Rue Gambetta,91000,33.5
120197,225.0,Boulevard de la Paix,91000,15.5
120198,217.0,Boulevard des Sports,91000,19.2
120199,69.0,Avenue des Tilleuls,91000,9.2
120200,175.0,Rue du Commerce,91000,18.6
120201,218.0,Avenue François Mitterrand,91000,36.4
120202,109.0,Boulevard de la Paix,91000,19.3
120203,240.0,Rue Nationale,91000,18.8
120204,46.0,Avenue François Mitterrand,91000,
120205,82.0,Avenue de la Poste,91000,17.3
120206,66.0,Rue des Écoles,91000,0.3
120207,170.0,Avenue des Lilas,91000,12.6
120208,33.0,Rue Nationale,91000,20.9
120209,98.0,Rue du Commerce,91000,7.5
120210,111.0,Rue du Stade,91000,24.8
120211,97.0,Boulevard des Sports,91000,15.1
120212,125.0,Rue du Stade,91000,14.3
120213,92.0,Avenue de la Poste,91000,18.4
120214,150.0,Avenue des Tilleuls,91000,22.3
120215,162.0,Rue du Commerce,91000,13.0
120216,111.0,Avenue de la Gare,91000,18.5
120217,45.0,Boulevard Clemenceau,91000,15.2
120218,80.0,Rue Pasteur,91000,15.6
120219,136.0,Rue de la République,91000,12.9
120220,69.0,Rue de la Mairie,91000,31.1
120221,26.0,Avenue des Écoles,91000,11.5
120222,236.0,Rue Gambetta,91000,11.7
120223,212.0,Rue de la République,91000,27.8
120224,168.0,Rue de la Gendarmerie,91000,13.2
120225,45.0,Boulevard des Platanes,91000,18.8
120226,210.0,Rue de la Mairie,91000,13.5
120227,87.0,Rue Nationale,91000,14.4
120228,140.0,Boulevard Victor Hugo,91000,19.6
120229,201.0,Boulevard des Platanes,91000,15.3
120230,156.0,Boulevard Clemenceau,91000,34.1
120231,111.0,Boulevard Victor Hugo,91000,17.1
120232,175.0,Boulevard de la Paix,91000,13.0
120233,136.0,Rue Nationale,91000,25.6
120234,82.0,Rue de l'Église,91000,21.3
120235,216.0,Rue Pasteur,91000,18.4
120236,123.0,Rue du Commerce,91000,21.1
120237,102.0,Avenue de la Gare,91000,15.0
120238,89.0,Avenue des Tilleuls,91000,17.4
120239,124.0,Avenue Carnot,91000,7.5
120240,230.0,Avenue de la Poste,91000,8.1
120241,160.0,Rue Pasteur,91000,22.3
120242,204.0,Boulevard de l'Hôpital,91000,6.6
120243,44.0,Avenue des Lilas,91000,16.4
120244,152.0,Boulevard des Platanes,91000,19.3
120245,108.0,Boulevard des Champs,91000,29.5
120246,127.0,Avenue de l'Europe,91000,23.8
120247,42.0,Avenue de la Poste,91000,20.3
120248,97.0,Rue Nationale,91000,10.6
120249,130.0,Rue de l'Église,91000,10.1
120250,246.0,Avenue Foch,91000,8.4
120251,89.0,Boulevard Liberté,91000,23.8
120252,114.0,Boulevard de l'Hôpital,91000,1.8
120253,9.0,Avenue Foch,91000,22.4
120254,94.0,Avenue de l'Europe,91000,10.6
120255,239.0,Avenue de la Poste,91000,16.0
120256,128.0,Avenue Jean Jaurès,91000,8.7
120257,160.0,Boulevard Clemenceau,91000,13.8
120258,232.0,Rue des Roses,91000,18.5
120259,192.0,Avenue Foch,91000,14.0
120260,110.0,Avenue Jean Jaurès,91000,16.5
120261,121.0,Avenue des Lilas,91000,10.8
120262,128.0,Boulevard Victor Hugo,91000,25.6
120263,20.0,Avenue Jean Jaurès,91000,26.1
120264,53.0,Avenue François Mitterrand,91000,17.4
120265,,Boulevard de la Paix,91000,19.1
120266,242.0,Rue Pasteur,91000,8.2
120267,56.0,Boulevard Victor Hugo,91000,15.6
120268,189.0,Rue Gambetta,91000,19.1
120269,150.0,Rue du Commerce,91000,20.8
120270,154.0,Rue Pasteur,91000,7.3
120271,179.0,Avenue Carnot,91000,15.7
120272,21.0,Rue Pasteur,91000,11.8
120273,233.0,Boulevard des Platanes,91000,8.7
120274,147.0,Rue de la Gendarmerie,91000,9.3
120275,113.0,Boulevard des Champs,91000,12.6
120276,92.0,Avenue du Général de Gaulle,91000,12.8
120277,227.0,Avenue de la Gare,91000,16.1
120278,107.0,Avenue Jean Jaurès,91000,14.9
120279,4.0,Rue du Commerce,91000,21.2
120280,196.0,Rue de l'Église,91000,33.7
120281,42.0,Rue de l'Essonne,91000,29.7
