ID_Adr,N,Nom_Rue,Code_Postal,NB_KW_Jour,High_Consumption_Flag
30478,190.0,Rue Condorcet,75014,24.5,
30479,2.0,Boulevard Beaumarchais,75020,18.22935472400022,
30480,55.0,Rue Des Martyrs,75010,16.2,
30481,138.0,Rue Des Martyrs,75018,23.0,
30482,57.0,Boulevard Jules Ferry,75016,11.9,
30483,116.0,Avenue Ledru-Rollin,75003,13.5,
30484,50.0,Boulevard Haussmann,75010,27.9,
30485,187.0,Rue De Courcelles,75017,10.9,
30486,190.0,Rue Des Martyrs,75007,1.4,
30487,114.0,Rue De La Roquette,75009,10.1,
30488,118.0,Rue De Belleville,75017,28.5,
30489,52.0,Rue De La Roquette,75010,16.2,
30490,57.0,Avenue Victor Hugo,75004,19.6,
30491,128.0,Boulevard Jules Ferry,75003,22.7,
30492,54.0,Boulevard Du Temple,75005,24.3,
30493,83.0,Boulevard Haussmann,75010,13.5,
30494,212.0,Boulevard Du Temple,75012,23.6,
30495,12.0,Avenue Victor Hugo,75015,18.9,
30496,175.0,Rue De La Paix,75004,13.8,
30497,215.0,Rue Du Temple,75002,18.5,
30498,123.0,Rue De Ménilmontant,75018,18.9,
30499,25.0,Avenue Hoche,75019,13.3,
30500,109.0,Avenue Victor Hugo,75002,10.8,
30501,138.0,Boulevard Du Temple,75004,17.8,
30502,74.0,Avenue De Clichy,75013,10.6,
30503,93.0,Rue Condorcet,75009,12.0,
30504,180.0,Rue De Charonne,75010,21.7,
30505,29.0,Boulevard Voltaire,75019,18.6,
30506,106.0,Boulevard Du Temple,75014,13.8,
30507,193.0,Boulevard De Magenta,75008,17.6,
30508,188.0,Avenue De La République,75018,12.9,
30509,118.0,Rue De Belleville,75001,7.7,
30510,110.0,Avenue Victor Hugo,75016,8.2,
30511,155.0,Rue Amelot,75006,17.9,
30512,189.0,Rue Cardinet,75006,27.2,
30513,27.0,Boulevard Des Batignolles,75018,13.1,
30514,41.0,Avenue Hoche,75019,18.8,
30515,103.0,Rue De Lévis,75017,21.6,
30516,208.0,Rue De Rivoli,75014,12.8,
30517,0.0,Avenue Trudaine,75008,16.4,
30518,1.0,Avenue De Clichy,75007,19.0,
30519,221.0,Rue Condorcet,75010,33.8,
30520,216.0,Rue Du Faubourg Saint-Honoré,75010,24.8,
30521,18.0,Avenue De La République,75013,23.2,
30522,137.0,Rue Saint-Antoine,75010,25.3,
30523,238.0,Avenue Montaigne,75014,21.3,
30524,171.0,Rue Saint-Antoine,75017,20.7,
30525,87.0,Rue De Rome,75007,16.0,
30526,227.0,Avenue Hoche,75002,23.4,
30527,174.0,Rue De Rome,75007,16.6,
30528,0.0,Rue Du Temple,75015,19.7,
30529,1.0,Avenue Des Champs-Elysées,75016,13.2,
30530,37.0,Avenue De La Bastille,75020,14.1,
30531,190.0,Rue De La Paix,75017,15.4,
30532,154.0,Avenue Des Champs-Elysées,75017,16.4,
30533,41.0,Rue Du Faubourg Saint-Honoré,75007,23.2,
30534,180.0,Avenue Montaigne,75008,13.5,
30535,191.0,Avenue De La Bastille,75014,19.2,
30536,101.0,Avenue De Clichy,75006,8.2,
30537,157.0,Boulevard Richard-Lenoir,75016,15.5,
30538,139.0,Avenue Hoche,75006,9.1,
30539,27.0,Rue Lafayette,75019,17.5,
30540,107.0,Rue Lafayette,75005,21.8,
30541,183.0,Avenue De La Bastille,75006,11.6,
30542,194.0,Rue Saint-Antoine,75006,31.6,
30543,147.0,Rue De Rome,75010,9.2,
30544,45.0,Rue Oberkampf,75013,22.7,
30545,9.0,Rue De Rivoli,75013,19.1,
30546,223.0,Boulevard Saint-Germain,75005,9.5,
30547,189.0,Boulevard De Rochechouart,75014,8.3,
30548,9.0,Avenue Trudaine,75015,13.4,
30549,9.0,Boulevard Jules Ferry,75007,17.4,
30550,88.0,Rue Du Temple,75017,8.4,
30551,143.0,Avenue Parmentier,75008,20.1,
30552,109.0,Avenue De Clichy,75015,22.0,
30553,1.0,Rue Jean-Pierre Timbaud,75020,18.5,
30554,161.0,Rue Oberkampf,75012,25.3,
30555,69.0,Avenue Hoche,75011,18.22935472400022,
30556,145.0,Rue De La Roquette,75009,17.2,
30557,145.0,Avenue De La Bastille,75007,23.0,
30558,0.0,Rue De La Roquette,75011,14.8,
30559,99.0,Rue De Rivoli,75002,23.7,
30560,11.0,Boulevard Saint-Germain,75007,15.6,
30561,91.0,Rue De Charonne,75019,12.4,
30562,193.0,Rue Des Martyrs,75008,16.7,
30563,178.0,Rue De La Paix,75007,28.4,
30564,100.0,Rue De Charonne,75018,18.22935472400022,
30565,200.0,Boulevard Saint-Germain,75002,15.2,
30566,72.0,Avenue Parmentier,75010,17.9,
30567,124.0,Boulevard Voltaire,75009,17.9,
30568,180.0,Avenue De La Bastille,75001,25.1,
30569,36.0,Boulevard De Magenta,75007,15.4,
30570,162.0,Boulevard Haussmann,75009,21.9,
30571,32.0,Avenue De Wagram,75015,13.2,
30572,23.0,Rue Condorcet,75011,8.6,
30573,235.0,Boulevard Voltaire,75004,26.3,
30574,185.0,Boulevard Des Batignolles,75013,32.9,
30575,202.0,Boulevard Beaumarchais,75001,19.7,
30576,50.0,Rue De Charonne,75005,20.5,
30577,10.0,Boulevard Haussmann,75019,20.3,
30578,79.0,Avenue Trudaine,75009,18.5,
30579,18.0,Rue De Lévis,75008,22.1,
30580,69.0,Rue Oberkampf,75002,12.8,
30581,227.0,Boulevard Malesherbes,75012,20.7,
30582,208.0,Avenue Trudaine,75005,25.6,
30583,244.0,Rue De Courcelles,75007,19.8,
30584,137.0,Rue Cardinet,75002,15.2,
30585,122.0,Avenue Hoche,75014,15.5,
30586,39.0,Boulevard Pereire,75005,28.3,
30587,109.0,Boulevard Saint-Germain,75007,11.9,
30588,239.0,Rue Oberkampf,75007,28.5,
30589,227.0,Boulevard Saint-Germain,75006,19.3,
30590,145.0,Rue Cardinet,75015,18.22935472400022,
30591,66.0,Rue Jean-Pierre Timbaud,75008,0.3,
30592,85.0,Avenue De Clichy,75011,28.5,
30593,200.0,Rue De Charonne,75007,31.6,
30594,112.0,Avenue Trudaine,75009,17.0,
30595,166.0,Rue De La Folie-Méricourt,75012,9.9,
30596,172.0,Rue De La Paix,75006,10.0,
30597,175.0,Avenue Montaigne,75016,19.7,
30598,132.0,Rue De Lévis,75015,11.0,
30599,185.0,Boulevard Beaumarchais,75007,13.9,
30600,30.0,Rue Saint-Antoine,75008,22.1,
30601,61.0,Avenue De Clichy,75007,0.0,
30602,244.0,Boulevard De Rochechouart,75002,17.9,
30603,35.0,Boulevard Beaumarchais,75002,24.4,
30604,0.0,Rue Du Faubourg Saint-Honoré,75011,11.2,
30605,203.0,Boulevard Voltaire,75011,16.0,
30606,20.0,Avenue De La Bastille,75003,16.4,
30607,69.0,Avenue Hoche,75006,14.3,
30608,42.0,Boulevard Beaumarchais,75003,22.8,
30609,170.0,Rue Du Temple,75010,18.9,
30610,38.0,Rue Saint-Maur,75018,22.1,
30611,128.0,Rue Du Temple,75008,11.2,
30612,116.0,Boulevard Du Temple,75001,12.7,
30613,242.0,Avenue Des Champs-Elysées,75016,16.9,
30614,247.0,Boulevard Malesherbes,75019,27.6,
30615,66.0,Boulevard Richard-Lenoir,75003,13.0,
30616,87.0,Boulevard Jules Ferry,75020,8.4,
30617,194.0,Rue Oberkampf,75003,12.7,
30618,2.0,Boulevard Jules Ferry,75003,16.4,
30619,190.0,Boulevard Voltaire,75011,12.5,
30620,98.0,Avenue Philippe-Auguste,75011,23.2,
30621,4.0,Avenue De La République,75010,22.3,
30622,39.0,Avenue De Wagram,75012,25.8,
30623,98.0,Boulevard Des Batignolles,75006,23.8,
30624,166.0,Avenue Victor Hugo,75019,14.2,
30625,177.0,Rue De La Paix,75013,22.9,
30626,47.0,Rue De La Roquette,75006,16.2,
30627,155.0,Rue Amelot,75018,18.22935472400022,
30628,92.0,Avenue De La République,75018,9.1,
30629,71.0,Rue De La Paix,75010,14.4,
30630,26.0,Rue De La Paix,75013,17.6,
30631,135.0,Boulevard Jules Ferry,75015,14.1,
30632,56.0,Avenue Des Champs-Elysées,75011,24.3,
30633,206.0,Rue De La Folie-Méricourt,75005,11.4,
30634,1.0,Rue Blanche,75011,9.9,
30635,194.0,Avenue De Wagram,75020,20.2,
30636,221.0,Rue Jean-Pierre Timbaud,75002,26.3,
30637,56.0,Rue Oberkampf,75001,27.0,
30638,112.0,Rue Popincourt,75011,14.3,
30639,213.0,Avenue De Wagram,75008,18.5,
30640,158.0,Rue Des Martyrs,75019,7.5,
30641,49.0,Avenue De La Bastille,75013,24.2,
30642,0.0,Rue Blanche,75006,26.5,
30643,6.0,Rue Blanche,75019,12.9,
30644,9.0,Rue De Rome,75008,13.8,
30645,113.0,Boulevard Des Batignolles,75015,16.6,
30646,18.0,Avenue Philippe-Auguste,75016,17.5,
30647,223.0,Rue Des Martyrs,75003,20.8,
30648,102.0,Avenue De Clichy,75013,22.6,
30649,181.0,Rue Popincourt,75005,17.1,
30650,201.0,Rue De Ménilmontant,75017,12.4,
30651,154.0,Avenue Parmentier,75013,20.9,
30652,39.0,Avenue Ledru-Rollin,75020,8.6,
30653,77.0,Rue De Charonne,75011,18.7,
30654,148.0,Rue De Lévis,75013,5.6,
30655,30.0,Rue De Belleville,75004,15.4,
30656,76.0,Avenue De Clichy,75019,32.0,
30657,26.0,Rue Saint-Maur,75002,21.9,
30658,244.0,Avenue Ledru-Rollin,75010,8.3,
30659,84.0,Rue Saint-Antoine,75014,14.8,
30660,148.0,Rue De Ménilmontant,75009,13.7,
30661,217.0,Rue De Rome,75018,20.7,
30662,129.0,Rue Saint-Antoine,75005,26.3,
30663,125.0,Boulevard Malesherbes,75016,12.2,
30664,224.0,Boulevard Voltaire,75002,17.4,
30665,53.0,Boulevard De Magenta,75001,15.2,
30666,241.0,Boulevard De Magenta,75002,21.6,
30667,23.0,Rue Amelot,75003,19.4,
30668,2.0,Rue Saint-Antoine,75011,13.9,
30669,177.0,Avenue Hoche,75013,15.0,
30670,111.0,Avenue Trudaine,75016,31.0,
30671,222.0,Rue De Prony,75020,12.6,
30672,142.0,Boulevard Haussmann,75003,15.1,
30673,217.0,Boulevard Malesherbes,75003,21.2,
30674,148.0,Boulevard Malesherbes,75010,22.4,
30675,189.0,Rue De Belleville,75020,18.2,
30676,195.0,Rue De Charonne,75009,11.6,
30677,145.0,Rue Saint-Maur,75017,27.4,
30678,69.0,Rue Popincourt,75002,13.6,
30679,97.0,Avenue De La Bastille,75012,10.5,
30680,201.0,Rue De Lévis,75016,10.4,
30681,98.0,Avenue Parmentier,75002,24.9,
30682,0.0,Avenue Montaigne,75018,17.8,
30683,60.0,Avenue De Wagram,75017,10.3,
30684,72.0,Rue Des Martyrs,75018,14.4,
30685,189.0,Boulevard Saint-Germain,75004,7.2,
30686,51.0,Rue Du Faubourg Saint-Honoré,75003,22.2,
30687,193.0,Rue Saint-Maur,75005,13.9,
30688,241.0,Rue De Lévis,75005,26.1,
30689,106.0,Rue De La Folie-Méricourt,75004,20.4,
30690,3.0,Rue Lafayette,75004,15.6,
30691,76.0,Rue Du Temple,75012,0.1,
30692,6.0,Boulevard Haussmann,75016,0.0,
30693,171.0,Avenue Des Champs-Elysées,75019,14.3,
30694,101.0,Rue De Lévis,75003,12.3,
30695,112.0,Avenue De La Bastille,75002,15.2,
30696,49.0,Avenue Victor Hugo,75018,16.1,
30697,22.0,Boulevard Saint-Germain,75001,10.9,
30698,80.0,Boulevard De Magenta,75015,17.8,
30699,99.0,Avenue Hoche,75005,21.0,
30700,109.0,Boulevard Malesherbes,75015,23.5,
30701,70.0,Rue Saint-Maur,75010,15.9,
30702,149.0,Avenue Philippe-Auguste,75013,11.7,
30703,140.0,Rue Du Faubourg Saint-Honoré,75009,0.0,
30704,180.0,Rue De Charonne,75006,15.8,
30705,35.0,Rue De Ménilmontant,75009,29.5,
30706,166.0,Rue De Belleville,75018,17.1,
30707,66.0,Boulevard Malesherbes,75012,20.0,
30708,11.0,Avenue De La République,75015,14.2,
30709,94.0,Avenue Victor Hugo,75007,16.8,
30710,197.0,Rue Saint-Antoine,75004,25.0,
30711,52.0,Rue Cardinet,75004,19.5,
30712,216.0,Rue Lafayette,75019,19.0,
30713,132.0,Rue Blanche,75011,16.6,
30714,239.0,Rue Amelot,75004,22.7,
30715,176.0,Avenue Des Champs-Elysées,75012,18.22935472400022,
30716,86.0,Rue Jean-Pierre Timbaud,75001,21.8,
30717,115.0,Rue Blanche,75002,13.2,
30718,84.0,Rue De La Roquette,75005,9.3,
30719,45.0,Rue Condorcet,75012,14.8,
30720,226.0,Rue Lafayette,75005,12.3,
30721,201.0,Boulevard Jules Ferry,75008,16.7,
30722,89.0,Avenue Trudaine,75008,24.6,
30723,146.0,Avenue De Clichy,75019,12.7,
30724,3.0,Rue Popincourt,75007,11.7,
30725,112.0,Rue De La Paix,75002,28.4,
30726,242.0,Rue De Ménilmontant,75010,18.22935472400022,
30727,250.0,Avenue Parmentier,75017,13.9,
30728,162.0,Rue Popincourt,75012,16.3,
30729,25.0,Rue Des Martyrs,75020,20.1,
30730,131.0,Avenue Victor Hugo,75011,21.5,
30731,59.0,Boulevard Malesherbes,75016,18.7,
30732,214.0,Boulevard Du Temple,75001,20.3,
30733,56.0,Avenue Ledru-Rollin,75001,18.4,
30734,174.0,Rue De La Folie-Méricourt,75003,17.9,
30735,188.0,Rue Lafayette,75015,11.9,
30736,158.0,Rue De Rivoli,75020,21.6,
30737,37.0,Rue Jean-Pierre Timbaud,75015,8.0,
30738,85.0,Rue Jean-Pierre Timbaud,75004,17.9,
30739,6.0,Boulevard Saint-Germain,75019,22.2,
30740,203.0,Rue Des Martyrs,75011,17.0,
30741,112.0,Rue Cardinet,75012,30.2,
30742,158.0,Rue Condorcet,75013,17.4,
30743,215.0,Rue Lafayette,75013,13.8,
30744,182.0,Avenue De Wagram,75001,18.2,
30745,200.0,Rue Lafayette,75015,10.5,
30746,238.0,Boulevard Jules Ferry,75012,19.2,
30747,0.0,Rue Blanche,75001,9.4,
30748,211.0,Rue Oberkampf,75018,20.0,
30749,95.0,Rue Saint-Maur,75010,20.2,
30750,37.0,Rue Amelot,75017,21.6,
30751,134.0,Boulevard Voltaire,75010,12.7,
30752,247.0,Rue Amelot,75010,29.1,
30753,71.0,Avenue De La République,75016,22.9,
30754,110.0,Rue De Prony,75017,19.2,
30755,156.0,Boulevard Jules Ferry,75018,12.7,
30756,117.0,Boulevard Saint-Germain,75008,17.7,
30757,195.0,Rue De La Folie-Méricourt,75009,28.3,
30758,92.0,Rue Des Martyrs,75003,10.1,
30759,215.0,Rue De Charonne,75015,19.6,
30760,242.0,Rue Du Temple,75006,15.2,
30761,241.0,Rue De Lévis,75010,8.4,
30762,171.0,Rue Du Faubourg Saint-Honoré,75018,13.8,
30763,120.0,Rue Des Martyrs,75012,26.0,
30764,235.0,Rue Du Temple,75015,18.0,
30765,86.0,Boulevard Du Temple,75013,7.7,
30766,177.0,Rue Saint-Maur,75013,12.6,
30767,17.0,Rue De Belleville,75011,30.6,
30768,0.0,Boulevard De Magenta,75013,18.22935472400022,
30769,99.0,Rue Blanche,75014,18.3,
30770,187.0,Rue De Charonne,75013,19.9,
30771,241.0,Boulevard Des Batignolles,75007,19.9,
30772,29.0,Rue De Belleville,75001,18.0,
30773,74.0,Avenue De Wagram,75006,16.7,
30774,77.0,Boulevard Beaumarchais,75014,17.3,
30775,86.0,Rue De Belleville,75008,13.2,
30776,122.0,Rue Blanche,75007,11.4,
30777,175.0,Rue De Rivoli,75015,23.2,
30778,47.0,Boulevard Beaumarchais,75003,24.1,
30779,220.0,Rue Du Temple,75001,26.8,
30780,70.0,Rue De Courcelles,75010,19.3,
30781,82.0,Rue Saint-Maur,75004,16.5,
30782,10.0,Rue Lafayette,75020,3.9,
30783,60.0,Boulevard Richard-Lenoir,75019,16.9,
30784,250.0,Boulevard De Rochechouart,75007,25.2,
30785,149.0,Avenue De Clichy,75015,11.2,
30786,87.0,Avenue Montaigne,75002,19.9,
30787,231.0,Avenue De La Bastille,75010,24.9,
30788,126.0,Rue Jean-Pierre Timbaud,75013,10.0,
30789,49.0,Rue Des Martyrs,75007,13.3,
30790,4.0,Rue Condorcet,75005,24.5,
30791,26.0,Rue Cardinet,75007,15.8,
30792,91.0,Avenue De La République,75003,35.8,
30793,219.0,Avenue Des Champs-Elysées,75019,29.0,
30794,50.0,Rue De Rivoli,75014,19.5,
30795,171.0,Rue Lafayette,75006,8.7,
30796,196.0,Rue Blanche,75018,10.4,
30797,128.0,Rue Du Temple,75010,19.4,
30798,142.0,Rue Jean-Pierre Timbaud,75013,14.8,
30799,45.0,Rue De La Paix,75017,19.6,
30800,201.0,Boulevard Malesherbes,75015,25.9,
30801,79.0,Avenue Hoche,75019,19.5,
30802,34.0,Rue Blanche,75001,16.4,
30803,104.0,Rue Blanche,75013,15.0,
30804,104.0,Boulevard Saint-Germain,75005,9.7,
30805,32.0,Boulevard Haussmann,75004,14.3,
30806,33.0,Avenue De La République,75009,28.4,
30807,104.0,Rue Lafayette,75006,22.7,
30808,174.0,Rue Cardinet,75019,11.1,
30809,174.0,Boulevard Voltaire,75003,24.4,
30810,195.0,Rue Saint-Maur,75019,13.5,
30811,128.0,Rue De Rome,75001,21.2,
30812,218.0,Rue Jean-Pierre Timbaud,75012,21.0,
30813,0.0,Boulevard De Magenta,75010,11.2,
30814,140.0,Avenue De Clichy,75006,13.1,
30815,45.0,Rue Blanche,75016,17.5,
30816,106.0,Rue De La Roquette,75016,24.9,
30817,139.0,Avenue Des Champs-Elysées,75012,15.9,
30818,220.0,Rue Condorcet,75020,16.7,
30819,97.0,Rue Oberkampf,75005,15.8,
30820,125.0,Rue De Lévis,75004,23.3,
30821,4.0,Rue Oberkampf,75003,22.4,
30822,22.0,Boulevard Malesherbes,75020,12.9,
30823,63.0,Rue De Courcelles,75004,15.6,
30824,157.0,Avenue Philippe-Auguste,75002,24.4,
30825,114.0,Boulevard Des Batignolles,75005,13.0,
30826,227.0,Rue Blanche,75005,15.9,
30827,220.0,Avenue Montaigne,75005,12.6,
30828,61.0,Rue De La Roquette,75001,18.22935472400022,
30829,215.0,Rue Des Martyrs,75007,16.0,
30830,68.0,Rue De Belleville,75007,18.2,
30831,69.0,Rue Saint-Maur,75006,16.1,
30832,123.0,Rue Cardinet,75004,12.5,
30833,135.0,Rue Cardinet,75004,14.2,
30834,162.0,Rue De Belleville,75006,30.4,
30835,36.0,Rue Cardinet,75018,16.9,
30836,47.0,Rue Blanche,75014,18.8,
30837,142.0,Avenue Parmentier,75019,17.4,
30838,94.0,Avenue De La Bastille,75018,13.5,
30839,113.0,Boulevard Pereire,75009,14.9,
30840,41.0,Boulevard Beaumarchais,75003,12.5,
30841,156.0,Rue Blanche,75001,30.2,
30842,223.0,Rue De Rome,75012,17.9,
30843,52.0,Rue Cardinet,75009,1.0,
30844,6.0,Avenue Philippe-Auguste,75013,16.1,
30845,124.0,Rue De Lévis,75010,8.2,
30846,194.0,Rue De Rivoli,75006,5.9,
30847,109.0,Rue De Rome,75011,18.0,
30848,105.0,Avenue Hoche,75006,16.5,
30849,136.0,Boulevard Pereire,75003,8.7,
30850,203.0,Rue De La Folie-Méricourt,75003,15.7,
30851,46.0,Avenue Victor Hugo,75020,11.8,
30852,16.0,Rue Amelot,75020,23.3,
30853,135.0,Rue De Prony,75002,27.8,
30854,53.0,Avenue De Clichy,75014,92.8,True
30855,199.0,Rue De Belleville,75016,13.1,
30856,61.0,Boulevard Jules Ferry,75015,17.9,
30857,2.0,Boulevard Richard-Lenoir,75018,27.5,
30858,24.0,Avenue Philippe-Auguste,75003,27.1,
30859,170.0,Avenue Philippe-Auguste,75006,15.2,
30860,30.0,Rue De Rome,75018,14.3,
30861,150.0,Boulevard Malesherbes,75007,12.2,
30862,113.0,Rue Saint-Maur,75013,19.8,
30863,115.0,Rue De Belleville,75005,15.6,
30864,75.0,Boulevard De Magenta,75010,9.6,
30865,235.0,Rue De Lévis,75004,10.8,
30866,86.0,Rue De Courcelles,75020,18.4,
30867,133.0,Rue Oberkampf,75013,10.8,
30868,109.0,Avenue Victor Hugo,75013,16.9,
30869,23.0,Rue De La Roquette,75005,23.3,
30870,243.0,Rue De La Folie-Méricourt,75008,27.1,
30871,8.0,Rue Des Martyrs,75001,7.6,
30872,161.0,Avenue Trudaine,75005,11.8,
30873,239.0,Boulevard De Magenta,75003,18.22935472400022,
30874,53.0,Boulevard Pereire,75002,18.1,
30875,0.0,Avenue Victor Hugo,75001,23.2,
30876,137.0,Avenue Philippe-Auguste,75002,18.22935472400022,
30877,32.0,Boulevard Saint-Germain,75007,21.1,
30878,171.0,Rue De Prony,75007,28.4,
30879,58.0,Boulevard Voltaire,75006,14.8,
30880,92.0,Boulevard Du Temple,75009,22.5,
30881,89.0,Boulevard Du Temple,75003,14.7,
30882,151.0,Rue De Ménilmontant,75011,34.1,
30883,228.0,Rue Amelot,75003,21.7,
30884,238.0,Boulevard Beaumarchais,75001,10.4,
30885,228.0,Rue Saint-Maur,75005,18.22935472400022,
30886,170.0,Boulevard Haussmann,75011,21.8,
30887,140.0,Rue De Lévis,75009,18.2,
30888,32.0,Rue Blanche,75019,19.1,
30889,10.0,Rue De La Folie-Méricourt,75010,19.5,
30890,108.0,Rue De Rivoli,75018,10.7,
30891,240.0,Rue Cardinet,75011,9.1,
30892,54.0,Rue De Belleville,75006,13.7,
30893,0.0,Rue Des Martyrs,75010,19.9,
30894,84.0,Boulevard Jules Ferry,75008,36.8,
30895,9.0,Rue Blanche,75015,20.2,
30896,59.0,Boulevard De Magenta,75016,25.2,
30897,86.0,Avenue De Wagram,75017,30.2,
30898,153.0,Rue De Charonne,75007,21.5,
30899,0.0,Boulevard Haussmann,75015,12.6,
30900,166.0,Boulevard De Magenta,75019,19.0,
30901,199.0,Boulevard Des Batignolles,75005,19.6,
30902,128.0,Rue De Belleville,75008,13.8,
30903,194.0,Rue De La Paix,75017,9.3,
30904,179.0,Rue Cardinet,75007,36.8,
30905,195.0,Boulevard Richard-Lenoir,75015,12.3,
30906,96.0,Rue Jean-Pierre Timbaud,75001,22.9,
30907,13.0,Avenue Victor Hugo,75005,21.7,
30908,199.0,Rue De Lévis,75001,18.3,
30909,56.0,Boulevard Haussmann,75012,20.5,
30910,80.0,Rue Jean-Pierre Timbaud,75012,16.0,
30911,81.0,Rue Des Martyrs,75005,19.7,
30912,130.0,Rue Lafayette,75017,10.7,
30913,33.0,Rue Amelot,75006,18.7,
30914,207.0,Boulevard De Rochechouart,75017,35.3,
30915,68.0,Avenue Montaigne,75018,12.0,
30916,123.0,Boulevard De Magenta,75001,14.0,
30917,34.0,Rue De Belleville,75019,8.9,
30918,245.0,Avenue De La Bastille,75002,24.6,
30919,16.0,Avenue Parmentier,75003,25.5,
30920,57.0,Boulevard De Rochechouart,75014,19.9,
30921,120.0,Rue De La Folie-Méricourt,75004,14.1,
30922,243.0,Boulevard Des Batignolles,75002,9.7,
30923,184.0,Avenue Parmentier,75011,9.3,
30924,51.0,Boulevard Pereire,75018,13.3,
30925,138.0,Avenue Victor Hugo,75010,15.8,
30926,93.0,Rue Jean-Pierre Timbaud,75012,10.9,
30927,54.0,Rue Oberkampf,75019,8.5,
30928,208.0,Rue Saint-Antoine,75011,20.5,
30929,102.0,Avenue De Wagram,75007,11.6,
30930,0.0,Rue Saint-Antoine,75008,22.2,
30931,28.0,Rue Saint-Antoine,75015,15.3,
30932,249.0,Rue De Ménilmontant,75008,16.3,
30933,167.0,Boulevard De Magenta,75013,19.8,
30934,86.0,Avenue Parmentier,75009,1.6,
30935,99.0,Avenue De La République,75010,11.8,
30936,130.0,Boulevard Malesherbes,75003,17.0,
30937,150.0,Rue Popincourt,75019,15.6,
30938,163.0,Avenue Parmentier,75018,12.8,
30939,203.0,Rue Condorcet,75004,19.9,
30940,78.0,Avenue Des Champs-Elysées,75002,23.2,
30941,27.0,Rue Du Faubourg Saint-Honoré,75013,9.2,
30942,115.0,Boulevard Pereire,75019,24.8,
30943,145.0,Rue Des Martyrs,75020,20.6,
30944,203.0,Boulevard Malesherbes,75003,29.2,
30945,99.0,Avenue De Wagram,75008,24.1,
30946,65.0,Boulevard Saint-Germain,75015,9.5,
30947,166.0,Boulevard Richard-Lenoir,75003,16.1,
30948,172.0,Boulevard Voltaire,75015,28.1,
30949,128.0,Rue Lafayette,75011,13.2,
30950,48.0,Rue De Rome,75011,17.9,
30951,68.0,Rue Lafayette,75009,14.0,
30952,47.0,Boulevard Du Temple,75004,18.22935472400022,
30953,113.0,Rue De Prony,75010,28.1,
30954,162.0,Boulevard Jules Ferry,75015,22.1,
30955,3.0,Boulevard Haussmann,75002,19.7,
30956,1.0,Boulevard Voltaire,75006,30.5,
30957,145.0,Boulevard Jules Ferry,75018,9.7,
30958,17.0,Avenue Philippe-Auguste,75016,9.5,
30959,16.0,Avenue De Clichy,75003,7.4,
30960,75.0,Boulevard Malesherbes,75013,17.4,
30961,114.0,Boulevard De Magenta,75005,18.6,
30962,68.0,Rue Cardinet,75020,26.8,
30963,220.0,Rue Cardinet,75005,26.4,
30964,41.0,Rue Amelot,75016,20.1,
30965,37.0,Rue De Ménilmontant,75012,10.5,
30966,38.0,Avenue Parmentier,75018,17.2,
30967,89.0,Rue De La Folie-Méricourt,75016,10.5,
30968,104.0,Boulevard De Rochechouart,75005,13.5,
30969,220.0,Rue Lafayette,75004,28.5,
30970,12.0,Avenue De Clichy,75008,25.9,
30971,68.0,Rue Jean-Pierre Timbaud,75013,5.3,
30972,212.0,Boulevard Voltaire,75016,20.5,
30973,7.0,Boulevard Malesherbes,75003,17.2,
30974,111.0,Rue De Rivoli,75009,26.1,
30975,77.0,Rue De Belleville,75003,16.5,
30976,115.0,Rue De Courcelles,75005,27.3,
30977,98.0,Rue Condorcet,75007,19.8,
30978,15.0,Avenue Des Champs-Elysées,75001,26.1,
30979,33.0,Rue Saint-Maur,75007,22.2,
30980,166.0,Rue Blanche,75008,2.7,
30981,65.0,Rue De Belleville,75019,11.2,
30982,111.0,Rue Cardinet,75016,7.5,
30983,138.0,Boulevard Haussmann,75008,23.7,
30984,235.0,Rue Cardinet,75015,21.1,
30985,179.0,Rue Blanche,75008,16.6,
30986,94.0,Avenue Parmentier,75013,13.9,
30987,217.0,Rue Saint-Maur,75018,16.1,
30988,118.0,Boulevard Jules Ferry,75012,17.4,
30989,59.0,Rue Condorcet,75015,23.2,
30990,105.0,Avenue Parmentier,75019,19.0,
30991,86.0,Rue Saint-Maur,75016,21.6,
30992,22.0,Boulevard Des Batignolles,75014,13.7,
30993,229.0,Boulevard De Rochechouart,75011,19.1,
30994,134.0,Rue De La Roquette,75019,11.0,
30995,5.0,Boulevard Beaumarchais,75019,17.6,
30996,37.0,Rue Du Temple,75017,18.22935472400022,
30997,80.0,Boulevard De Magenta,75015,15.4,
30998,61.0,Avenue Des Champs-Elysées,75001,18.22935472400022,
30999,41.0,Avenue Victor Hugo,75016,18.0,
31000,208.0,Rue De Rome,75008,12.5,
31001,36.0,Rue Amelot,75020,14.5,
31002,95.0,Rue De Belleville,75004,7.3,
31003,97.0,Rue De Prony,75005,18.7,
31004,46.0,Rue De La Paix,75012,19.5,
31005,137.0,Rue Condorcet,75006,12.8,
31006,178.0,Avenue Des Champs-Elysées,75014,10.1,
31007,38.0,Avenue De Clichy,75013,8.7,
31008,244.0,Rue De Ménilmontant,75003,17.2,
31009,0.0,Avenue Des Champs-Elysées,75019,17.5,
31010,70.0,Avenue Victor Hugo,75003,19.4,
31011,49.0,Rue De Ménilmontant,75016,18.22935472400022,
31012,21.0,Rue Cardinet,75001,9.8,
31013,78.0,Boulevard Des Batignolles,75003,17.0,
